imageLink,address
https://chicagoarchitecturedata.com/static/images/assessor_images/17203030230000.jpg,1454-w-18th-street
https://chicagoarchitecturedata.com/static/images/assessor_images/16114080510000.jpg,3334-w-walnut-street
https://chicagoarchitecturedata.com/static/images/assessor_images/14333010120000.jpg,1949-n-burling-street
https://chicagoarchitecturedata.com/static/images/assessor_images/13041130240000.jpg,6223-n-lundy-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/13361030440000.jpg,2328-n-california-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17072400050000.jpg,1649-w-hubbard-street
https://chicagoarchitecturedata.com/static/images/assessor_images/17042090030000.jpg,63-w-burton-place
https://chicagoarchitecturedata.com/static/images/assessor_images/14174030390000.jpg,4210-n-sheridan-road
https://chicagoarchitecturedata.com/static/images/assessor_images/17054160020000.jpg,833-n-milwaukee-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/25063090200000.jpg,9246-s-damen-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17203090390000.jpg,1504-w-19th-street
https://chicagoarchitecturedata.com/static/images/assessor_images/17082050050000.jpg,760-n-milwaukee-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/20114160030000.jpg,5317-s-dorchester-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/19231100340000.jpg,3712-w-64th-place
https://chicagoarchitecturedata.com/static/images/assessor_images/13141120100000.jpg,4601-n-lawndale-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/16232180060000.jpg,3345-w-douglas-boulevard
https://chicagoarchitecturedata.com/static/images/assessor_images/25064020320000.jpg,9238-s-placeeasant-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/20241000030000.jpg,6301-s-stony-island-avenue-4
https://chicagoarchitecturedata.com/static/images/assessor_images/16084020240000.jpg,310-n-menard-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17054190140000.jpg,1016-w-fry-street
https://chicagoarchitecturedata.com/static/images/assessor_images/16234150460000.jpg,2128-s-drake-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/14333310410000.jpg,1612-n-sedgwick-street
https://chicagoarchitecturedata.com/static/images/assessor_images/14332050600000.jpg,2103-n-sedgwick-street
https://chicagoarchitecturedata.com/static/images/assessor_images/20111080270000.jpg,4819-s-greenwood-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17183150450000.jpg,832-s-oakley-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17064120100000.jpg,1065-n-marshfield-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/16244240040000.jpg,2651-w-21st-place
https://chicagoarchitecturedata.com/static/images/assessor_images/17051100150000.jpg,1423-n-cleaver-street
https://chicagoarchitecturedata.com/static/images/assessor_images/25061060060000.jpg,8849-s-placeeasant-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17293210280000.jpg,3057-s-broad-street
https://chicagoarchitecturedata.com/static/images/assessor_images/14283130510000.jpg,632-w-deming-place
https://chicagoarchitecturedata.com/static/images/assessor_images/14294220290000.jpg,1028-w-montana-street
https://chicagoarchitecturedata.com/static/images/assessor_images/20102150300000.jpg,4918-s-washington-park
https://chicagoarchitecturedata.com/static/images/assessor_images/13222210200000.jpg,3656-n-keeler-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/25222150300000.jpg,11234-s-langley-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/14322040420000.jpg,840-w-chalmers-place
https://chicagoarchitecturedata.com/static/images/assessor_images/17203140190000.jpg,1323-w-18th-place
https://chicagoarchitecturedata.com/static/images/assessor_images/13111020010000.jpg,5200-n-pulaski-road-26
https://chicagoarchitecturedata.com/static/images/assessor_images/16262160010000.jpg,2401-s-central-park-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/25154050180000.jpg,10743-s-champlain-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17064000500000.jpg,1103-n-damen-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17322150390000.jpg,3246-s-halsted-street
https://chicagoarchitecturedata.com/static/images/assessor_images/20142220040000.jpg,5708-s-harper-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17173040190000.jpg,1413-w-lexington-street
https://chicagoarchitecturedata.com/static/images/assessor_images/17061060270000.jpg,2118-w-le-moyne-street
https://chicagoarchitecturedata.com/static/images/assessor_images/17051160840000.jpg,1228-n-greenview-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/25222190120000.jpg,11353-s-forrestville-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/17183160550000.jpg,914-s-bell-avenue
https://chicagoarchitecturedata.com/static/images/assessor_images/11303110140000.jpg,7446-n-hoyne-avenue
